user_id,user_name,message_content,send_time,message_type,chat_room,device_type,message_length
user_1590,赵涛,[image_message],2024-10-13 02:35:45,image,工作通知群,Android,34
user_1171,杨强,[image_message],2024-11-05 17:52:48,image,生活闲聊群,iOS,63
user_1985,黄伟,[voice_message],2024-05-27 12:46:42,voice,生活闲聊群,Mac,37
user_1107,周敏,生日快乐！,2024-11-26 12:45:11,text,学习小组,Android,5
user_1934,李杰,[voice_message],2024-11-02 08:10:58,voice,生活闲聊群,Web,29
user_1684,李娜,[image_message],2024-06-07 11:54:08,image,学习小组,iOS,38
user_1443,陈强,今天的任务完成了,2024-09-24 16:45:59,text,游戏开黑群,Windows,8
user_1575,李秀英,大家好！,2024-10-10 19:25:24,text,生活闲聊群,Web,4
user_1635,杨敏,[image_message],2024-09-24 12:48:35,image,工作通知群,Mac,14
user_1216,赵芳,[voice_message],2024-02-22 09:03:47,voice,技术交流群,Mac,30
user_1718,杨秀英,新人报到，请多关照,2024-02-29 08:36:10,text,学习小组,Web,9
user_1237,李秀英,[image_message],2024-05-12 06:59:48,image,游戏开黑群,iOS,35
user_1458,赵军,[image_message],2024-05-17 11:59:13,image,生活闲聊群,Windows,33
user_1279,周洋,[voice_message],2024-06-02 01:22:34,voice,游戏开黑群,Windows,78
user_1698,赵静,推荐一本好书,2024-09-16 15:16:59,text,游戏开黑群,Android,6
user_1115,周静,有人在线吗？,2024-09-28 18:21:12,text,工作通知群,Android,6
user_1655,陈磊,[image_message],2024-03-24 11:39:20,image,学习小组,Web,27
user_1355,王丽,[image_message],2024-10-09 19:07:43,image,游戏开黑群,Mac,26
user_1184,刘静,代码已经提交,2024-04-27 21:35:10,text,游戏开黑群,Android,6
user_1770,张敏,[voice_message],2024-05-25 14:27:59,voice,学习小组,Windows,25
user_1887,吴杰,[voice_message],2024-02-08 20:42:18,voice,学习小组,iOS,92
user_1935,王勇,[image_message],2024-05-04 15:55:06,image,学习小组,Android,12
user_1523,刘军,[image_message],2024-11-26 12:56:30,image,工作通知群,Windows,33
user_1131,赵静,[image_message],2024-11-24 14:16:39,image,工作通知群,Web,53
user_1174,赵娟,[voice_message],2024-05-24 07:58:32,voice,学习小组,Web,46
user_1116,黄伟,[voice_message],2024-11-22 04:31:36,voice,技术交流群,Android,11
user_1019,吴伟,[voice_message],2024-08-08 09:16:17,voice,技术交流群,Android,43
user_1756,王丽,项目进度如何？,2024-08-07 12:35:06,text,游戏开黑群,Android,7
user_1016,王秀英,[image_message],2024-03-15 02:41:55,image,游戏开黑群,Android,66
user_1992,李娟,[voice_message],2024-06-28 08:38:07,voice,工作通知群,Windows,84
user_1844,王秀英,学习到了新知识,2024-05-10 16:20:30,text,游戏开黑群,Android,7
user_1829,黄秀英,晚上一起吃饭吗？,2024-10-23 19:02:47,text,学习小组,Android,8
user_1945,刘磊,[image_message],2024-03-13 23:42:08,image,技术交流群,iOS,77
user_1704,李杰,[voice_message],2024-10-14 10:20:05,voice,技术交流群,Web,20
user_1710,周杰,[image_message],2024-05-12 18:12:36,image,工作通知群,Mac,54
user_1344,吴娜,[voice_message],2024-09-18 04:43:56,voice,工作通知群,Mac,41
user_1162,吴洋,[voice_message],2024-02-07 03:08:59,voice,工作通知群,Web,99
user_1410,李杰,有人在线吗？,2024-06-22 01:49:26,text,技术交流群,Mac,6
user_1001,杨涛,这个问题怎么解决？,2024-01-23 00:38:26,text,生活闲聊群,Web,9
user_1199,张伟,[image_message],2024-05-03 11:10:08,image,技术交流群,Windows,44
user_1660,刘强,[image_message],2024-03-02 17:51:38,image,技术交流群,iOS,28
user_1426,李军,[image_message],2024-11-29 20:56:01,image,工作通知群,Mac,83
user_1841,刘军,[image_message],2024-07-13 04:13:44,image,生活闲聊群,Web,89
user_1066,杨芳,大家好！,2024-07-15 21:14:21,text,生活闲聊群,Mac,4
user_1038,黄杰,求助，这个bug怎么解决,2024-01-09 01:22:19,text,工作通知群,Mac,12
user_1723,刘涛,周末有什么计划？,2024-08-12 23:35:57,text,生活闲聊群,Mac,8
user_1366,杨杰,[image_message],2024-02-27 15:17:44,image,游戏开黑群,Web,34
user_1246,周洋,[voice_message],2024-07-01 12:51:01,voice,游戏开黑群,Web,78
user_1913,黄敏,这个问题怎么解决？,2024-02-05 10:33:19,text,学习小组,iOS,9
user_1290,刘杰,[voice_message],2024-04-12 07:15:16,voice,工作通知群,Web,34
user_1968,赵静,[image_message],2024-08-22 16:24:56,image,技术交流群,Mac,16
user_1119,王洋,[voice_message],2024-10-14 04:17:54,voice,工作通知群,iOS,32
user_1029,杨强,[image_message],2024-08-28 00:49:08,image,学习小组,Web,18
user_1728,王娟,[image_message],2024-05-21 22:18:28,image,游戏开黑群,Web,24
user_1941,杨洋,今天的任务完成了,2024-11-08 04:49:24,text,游戏开黑群,Windows,8
user_1458,刘磊,有人在线吗？,2024-11-06 19:39:37,text,工作通知群,iOS,6
user_1907,黄磊,[voice_message],2024-09-25 09:42:01,voice,游戏开黑群,Mac,42
user_1546,黄娜,[voice_message],2024-06-03 09:56:23,voice,工作通知群,Windows,67
user_1808,黄军,[image_message],2024-04-04 22:12:19,image,工作通知群,Windows,61
user_1425,黄秀英,学习到了新知识,2024-07-10 05:07:01,text,游戏开黑群,Windows,7
user_1814,王芳,[image_message],2024-12-08 16:49:08,image,学习小组,iOS,56
user_1040,刘洋,[image_message],2024-04-07 21:47:22,image,工作通知群,Android,89
user_1818,刘敏,代码已经提交,2024-06-25 12:23:34,text,技术交流群,Web,6
user_1958,张军,学习到了新知识,2024-09-20 18:24:24,text,游戏开黑群,Windows,7
user_1741,李涛,[voice_message],2024-08-18 09:52:08,voice,工作通知群,Android,93
user_1743,张强,服务器挂了，紧急处理,2024-12-26 09:04:43,text,技术交流群,Mac,10
user_1613,王洋,周末有一起打球的吗？,2024-10-05 03:16:38,text,生活闲聊群,Windows,10
user_1130,刘静,[voice_message],2024-11-28 04:29:28,voice,技术交流群,Web,20
user_1462,王静,[voice_message],2024-03-06 07:32:36,voice,游戏开黑群,Windows,67
user_1006,刘伟,服务器挂了，紧急处理,2024-05-23 19:34:01,text,游戏开黑群,Web,10
user_1811,刘强,晚上一起吃饭吗？,2024-05-16 17:37:39,text,游戏开黑群,iOS,8
user_1156,王娟,[image_message],2024-08-29 16:04:01,image,生活闲聊群,Windows,93
user_1775,张洋,今天的任务完成了,2024-10-14 05:33:16,text,技术交流群,iOS,8
user_1461,周敏,[voice_message],2024-07-15 10:10:51,voice,工作通知群,iOS,68
user_1526,周涛,[image_message],2024-06-06 22:27:15,image,学习小组,iOS,13
user_1681,赵秀英,[image_message],2024-04-12 01:34:29,image,生活闲聊群,Android,99
user_1747,王静,API文档更新了,2024-09-03 23:03:25,text,学习小组,Windows,8
user_1362,杨勇,[voice_message],2024-03-21 18:36:14,voice,生活闲聊群,Windows,83
user_1992,杨丽,[image_message],2024-12-15 12:42:59,image,生活闲聊群,Android,42
user_1326,吴静,[voice_message],2024-04-08 00:02:21,voice,学习小组,Windows,87
user_1260,王静,今天的任务完成了,2024-09-07 17:50:56,text,生活闲聊群,Web,8
user_1395,陈军,[image_message],2024-10-21 02:46:33,image,生活闲聊群,iOS,68
user_1346,陈敏,[image_message],2024-07-02 18:24:09,image,游戏开黑群,Windows,51
user_1517,吴勇,[image_message],2024-01-16 21:21:43,image,学习小组,Mac,67
user_1364,黄静,[voice_message],2024-06-02 22:19:39,voice,工作通知群,Windows,10
user_1665,李秀英,[image_message],2024-08-25 06:30:15,image,技术交流群,iOS,74
user_1296,吴磊,[voice_message],2024-07-18 22:50:22,voice,技术交流群,Mac,15
user_1365,杨静,[voice_message],2024-08-03 16:19:50,voice,生活闲聊群,Web,48
user_1811,赵静,这个问题怎么解决？,2024-10-01 20:36:42,text,学习小组,iOS,9
user_1868,周丽,生日快乐！,2024-01-09 15:40:04,text,工作通知群,Mac,5
user_1217,陈洋,[image_message],2024-03-22 14:41:34,image,生活闲聊群,Android,66
user_1243,张娜,[image_message],2024-07-07 17:19:09,image,工作通知群,iOS,20
user_1603,黄涛,有人会Python吗？,2024-04-03 10:30:34,text,技术交流群,Mac,11
user_1266,周娟,[voice_message],2024-03-05 01:20:22,voice,技术交流群,Windows,53
user_1677,吴涛,[voice_message],2024-11-14 04:05:42,voice,生活闲聊群,Android,41
user_1366,王静,[voice_message],2024-10-16 01:57:29,voice,学习小组,iOS,64
user_1306,黄勇,[image_message],2024-05-09 23:46:38,image,生活闲聊群,Windows,89
user_1215,李秀英,[voice_message],2024-03-01 09:47:57,voice,技术交流群,Android,49
user_1042,黄杰,[image_message],2024-09-15 19:36:46,image,学习小组,Windows,31
user_1098,赵敏,求助，这个bug怎么解决,2024-06-30 13:31:13,text,游戏开黑群,Android,12
user_1395,王敏,[image_message],2024-03-11 12:21:00,image,游戏开黑群,Mac,97
user_1666,王杰,周末有什么计划？,2024-06-28 10:48:54,text,游戏开黑群,iOS,8
user_1789,李洋,求助，这个bug怎么解决,2024-08-28 04:25:46,text,技术交流群,Web,12
user_1087,王磊,[voice_message],2024-03-09 07:15:06,voice,生活闲聊群,Android,66
user_1331,赵杰,代码已经提交,2024-05-09 10:00:53,text,生活闲聊群,Windows,6
user_1621,刘娜,[image_message],2024-01-24 15:25:10,image,游戏开黑群,Mac,21
user_1024,陈强,[voice_message],2024-05-28 00:50:23,voice,学习小组,Mac,52
user_1521,周丽,[voice_message],2024-10-06 12:54:24,voice,游戏开黑群,Android,49
user_1933,吴军,[image_message],2024-02-26 23:26:55,image,生活闲聊群,Mac,36
user_1208,刘洋,[image_message],2024-10-24 03:21:08,image,学习小组,Windows,61
user_1084,李丽,[voice_message],2024-01-27 12:17:29,voice,学习小组,Android,81
user_1080,刘杰,[image_message],2024-11-06 10:06:48,image,游戏开黑群,iOS,19
user_1587,张军,[image_message],2024-07-29 09:59:02,image,技术交流群,Web,99
user_1969,张娜,[image_message],2024-12-08 14:32:57,image,学习小组,Windows,38
user_1000,刘强,[voice_message],2024-04-18 20:04:54,voice,游戏开黑群,Mac,98
user_1047,张洋,[image_message],2024-08-13 17:32:40,image,生活闲聊群,Android,15
user_1511,周洋,代码已经提交,2024-04-20 12:56:25,text,生活闲聊群,Mac,6
user_1848,杨芳,[voice_message],2024-05-07 20:15:08,voice,工作通知群,Web,70
user_1091,黄洋,学习到了新知识,2024-03-28 10:53:06,text,生活闲聊群,iOS,7
user_1019,陈磊,[image_message],2024-06-10 14:12:55,image,工作通知群,Windows,83
user_1187,杨洋,[voice_message],2024-11-22 04:44:04,voice,游戏开黑群,Web,20
user_1762,吴军,学习到了新知识,2024-08-16 13:32:48,text,技术交流群,Mac,7
user_1308,杨芳,[voice_message],2024-02-27 12:42:49,voice,工作通知群,Mac,89
user_1081,赵强,服务器挂了，紧急处理,2024-10-08 01:11:58,text,工作通知群,iOS,10
user_1465,周勇,推荐一本好书,2024-01-21 11:22:36,text,生活闲聊群,Android,6
user_1332,刘杰,[image_message],2024-05-20 02:06:27,image,技术交流群,Web,66
user_1137,周娟,[image_message],2024-11-18 14:37:49,image,学习小组,Web,95
user_1348,陈洋,学习到了新知识,2024-09-26 23:28:04,text,学习小组,Windows,7
user_1934,陈强,求助，这个bug怎么解决,2024-02-17 07:17:50,text,游戏开黑群,Windows,12
user_1462,刘伟,API文档更新了,2024-10-09 01:49:05,text,工作通知群,iOS,8
user_1455,吴娜,[voice_message],2024-08-18 06:13:04,voice,工作通知群,iOS,75
user_1808,黄娟,[voice_message],2024-01-14 14:15:18,voice,学习小组,Android,37
user_1685,吴伟,[image_message],2024-07-19 08:35:47,image,工作通知群,Mac,94
user_1264,刘洋,API文档更新了,2024-03-26 07:42:53,text,游戏开黑群,iOS,8
user_1791,陈秀英,[image_message],2024-12-12 22:01:18,image,技术交流群,Windows,48
user_1588,赵杰,[voice_message],2024-05-17 03:36:01,voice,学习小组,iOS,57
user_1560,张娟,[image_message],2024-02-24 13:11:09,image,技术交流群,Web,31
user_1109,吴洋,[voice_message],2024-01-23 07:09:37,voice,技术交流群,Android,80
user_1097,陈勇,求助，这个bug怎么解决,2024-12-02 18:50:52,text,游戏开黑群,Windows,12
user_1701,周杰,[image_message],2024-04-16 22:14:32,image,工作通知群,Web,95
user_1854,张勇,[image_message],2024-04-02 22:38:55,image,游戏开黑群,Web,80
user_1302,杨静,有人在线吗？,2024-08-14 15:17:49,text,生活闲聊群,Mac,6
user_1073,刘军,[image_message],2024-06-23 10:31:42,image,工作通知群,Windows,53
user_1713,张勇,[image_message],2024-01-05 22:54:06,image,游戏开黑群,Web,26
user_1622,黄娟,[image_message],2024-03-25 02:17:45,image,学习小组,Mac,79
user_1749,刘洋,[image_message],2024-07-22 22:59:53,image,游戏开黑群,Web,35
user_1642,陈洋,[voice_message],2024-01-29 12:00:01,voice,工作通知群,Mac,98
user_1933,李涛,[voice_message],2024-04-14 10:34:47,voice,技术交流群,Windows,60
user_1884,张芳,[image_message],2024-02-24 07:17:09,image,工作通知群,Windows,25
user_1611,周娟,生日快乐！,2024-08-13 20:45:32,text,学习小组,Web,5
user_1205,杨磊,周末有一起打球的吗？,2024-02-05 22:22:41,text,学习小组,Mac,10
user_1145,黄静,[image_message],2024-12-29 23:27:15,image,工作通知群,Web,56
user_1074,王娟,学习到了新知识,2024-10-03 16:58:28,text,技术交流群,Windows,7
user_1535,黄涛,这个问题怎么解决？,2024-08-08 17:55:39,text,生活闲聊群,Windows,9
user_1300,刘娜,[image_message],2024-11-10 11:03:17,image,工作通知群,Android,27
user_1604,张芳,[image_message],2024-08-18 15:32:26,image,游戏开黑群,iOS,20
user_1104,陈秀英,[image_message],2024-05-21 05:18:54,image,学习小组,Mac,52
user_1585,张洋,[image_message],2024-09-09 15:50:28,image,学习小组,Mac,34
user_1026,杨伟,[voice_message],2024-01-17 06:26:01,voice,游戏开黑群,Web,78
user_1917,周秀英,[voice_message],2024-04-24 11:35:44,voice,工作通知群,Mac,64
user_1766,刘静,[voice_message],2024-10-21 03:50:42,voice,工作通知群,Windows,73
user_1776,陈伟,周末有什么计划？,2024-04-06 22:23:48,text,工作通知群,Windows,8
user_1536,吴娟,[image_message],2024-07-20 00:00:46,image,学习小组,Mac,17
user_1342,王勇,[voice_message],2024-10-15 13:13:35,voice,游戏开黑群,iOS,16
user_1798,周秀英,[image_message],2024-07-26 16:24:16,image,学习小组,Windows,55
user_1099,张磊,[voice_message],2024-05-22 03:55:02,voice,技术交流群,iOS,84
user_1031,刘娜,[image_message],2024-06-20 05:07:30,image,生活闲聊群,Mac,22
user_1335,杨娜,学习到了新知识,2024-06-18 07:03:17,text,学习小组,Android,7
user_1220,张军,API文档更新了,2024-06-07 12:49:49,text,学习小组,Web,8
user_1611,周军,周末有什么计划？,2024-08-23 21:32:40,text,技术交流群,iOS,8
user_1775,王强,会议几点开始？,2024-11-28 08:44:18,text,生活闲聊群,Windows,7
user_1945,杨强,有人在线吗？,2024-10-23 04:55:17,text,技术交流群,Mac,6
user_1795,王涛,生日快乐！,2024-01-02 21:06:08,text,工作通知群,Web,5
user_1608,陈敏,会议几点开始？,2024-07-10 04:46:09,text,生活闲聊群,iOS,7
user_1361,周娟,[voice_message],2024-05-27 21:11:35,voice,游戏开黑群,Web,73
user_1897,杨强,项目进度如何？,2024-01-20 12:05:47,text,学习小组,Windows,7
user_1571,周磊,[image_message],2024-12-20 14:13:24,image,技术交流群,Mac,62
user_1961,周娜,推荐一本好书,2024-06-17 12:43:37,text,技术交流群,Web,6
user_1549,周伟,[voice_message],2024-09-04 08:29:45,voice,工作通知群,Windows,81
user_1662,杨秀英,[image_message],2024-04-07 12:52:52,image,游戏开黑群,Mac,51
user_1668,赵洋,[voice_message],2024-06-09 00:46:19,voice,游戏开黑群,Windows,88
user_1409,周秀英,代码已经提交,2024-01-09 13:14:26,text,生活闲聊群,Windows,6
user_1416,吴勇,这个问题怎么解决？,2024-05-28 20:16:50,text,工作通知群,Android,9
user_1618,黄敏,[image_message],2024-08-02 11:46:37,image,学习小组,iOS,55
user_1531,黄洋,[voice_message],2024-09-22 05:09:07,voice,学习小组,Mac,100
user_1679,刘伟,[voice_message],2024-01-17 13:21:22,voice,生活闲聊群,Web,95
user_1977,杨静,[voice_message],2024-10-29 14:20:53,voice,工作通知群,Android,30
user_1551,周娜,[image_message],2024-10-26 10:19:41,image,技术交流群,Web,70
user_1628,赵伟,[image_message],2024-06-01 11:54:06,image,技术交流群,iOS,51
user_1760,陈涛,[image_message],2024-01-29 01:56:40,image,生活闲聊群,Windows,91
user_1750,赵强,周末有什么计划？,2024-12-10 02:34:53,text,学习小组,iOS,8
user_1983,王磊,[voice_message],2024-01-30 12:33:54,voice,工作通知群,Mac,31
user_1065,李芳,周末有什么计划？,2024-01-05 01:46:08,text,学习小组,iOS,8
user_1468,赵敏,[voice_message],2024-11-19 22:29:54,voice,工作通知群,Mac,60
user_1549,周丽,[image_message],2024-09-06 20:03:21,image,游戏开黑群,Web,22
user_1568,赵杰,[image_message],2024-12-09 15:17:08,image,生活闲聊群,Mac,46
user_1975,张娜,API文档更新了,2024-07-13 09:56:22,text,技术交流群,Android,8
user_1996,杨秀英,[image_message],2024-04-03 16:49:03,image,生活闲聊群,Android,95
user_1771,吴娟,[image_message],2024-11-24 18:40:50,image,生活闲聊群,Web,18
user_1512,赵静,[voice_message],2024-05-18 15:35:54,voice,学习小组,Android,94
user_1438,赵磊,[voice_message],2024-12-15 22:34:06,voice,生活闲聊群,Mac,41
user_1111,刘静,服务器挂了，紧急处理,2024-08-27 16:03:50,text,技术交流群,Android,10
user_1093,张杰,[image_message],2024-06-18 04:07:24,image,游戏开黑群,Web,49
user_1799,赵勇,[voice_message],2024-04-05 04:40:22,voice,生活闲聊群,Mac,81
user_1438,张磊,[image_message],2024-01-17 11:04:27,image,生活闲聊群,Mac,10
user_1467,吴娟,[voice_message],2024-01-03 16:40:16,voice,工作通知群,Windows,62
user_1741,张洋,[image_message],2024-01-28 08:10:54,image,技术交流群,Android,95
user_1778,赵伟,大家好！,2024-11-16 11:43:58,text,学习小组,Android,4
user_1116,吴涛,[voice_message],2024-06-07 09:50:39,voice,工作通知群,Mac,38
user_1170,张军,[voice_message],2024-12-19 22:56:57,voice,技术交流群,Mac,47
user_1661,王伟,[image_message],2024-04-20 23:48:45,image,技术交流群,Windows,56
user_1205,吴强,[voice_message],2024-03-06 09:44:26,voice,游戏开黑群,Android,18
user_1199,黄勇,[voice_message],2024-05-28 13:56:37,voice,学习小组,iOS,49
user_1288,赵丽,[image_message],2024-04-27 11:29:01,image,技术交流群,Web,23
user_1225,吴军,[image_message],2024-11-18 05:39:53,image,学习小组,Web,17
user_1316,周丽,[image_message],2024-12-05 15:59:08,image,游戏开黑群,Android,28
user_1041,赵勇,求助，这个bug怎么解决,2024-11-11 01:31:46,text,工作通知群,Android,12
user_1426,吴秀英,[voice_message],2024-03-16 09:33:35,voice,技术交流群,Mac,67
user_1996,吴丽,[image_message],2024-08-05 13:22:19,image,生活闲聊群,iOS,32
user_1857,李涛,[image_message],2024-07-22 02:03:38,image,工作通知群,Android,49
user_1417,周伟,代码已经提交,2024-10-04 14:56:46,text,工作通知群,Web,6
user_1956,李芳,[voice_message],2024-10-04 17:49:41,voice,学习小组,Web,45
user_1133,陈强,[voice_message],2024-06-20 14:29:47,voice,游戏开黑群,Web,93
user_1574,王敏,[image_message],2024-03-11 05:26:38,image,生活闲聊群,Windows,67
user_1440,黄军,API文档更新了,2024-03-15 17:45:43,text,游戏开黑群,Windows,8
