user_id,user_name,message_content,send_time,message_type,chat_room,device_type,message_length
user_1280,张涛,[voice_message],2024-07-17 20:36:47,voice,生活闲聊群,Android,99
user_1706,刘伟,[image_message],2024-11-15 07:35:24,image,生活闲聊群,iOS,39
user_1540,杨杰,[voice_message],2024-04-18 15:25:13,voice,技术交流群,iOS,53
user_1671,赵娜,[image_message],2024-03-24 10:11:48,image,工作通知群,Mac,17
user_1479,杨涛,[voice_message],2024-12-29 03:58:01,voice,游戏开黑群,iOS,37
user_1713,刘丽,[voice_message],2024-01-29 08:01:26,voice,学习小组,Mac,41
user_1711,刘丽,[voice_message],2024-07-09 18:26:32,voice,技术交流群,Web,36
user_1330,黄勇,[voice_message],2024-01-16 18:13:03,voice,生活闲聊群,Web,47
user_1650,黄磊,[image_message],2024-09-26 21:00:26,image,学习小组,Mac,14
user_1317,杨娜,[voice_message],2024-02-18 04:17:37,voice,技术交流群,Windows,64
user_1835,刘强,[image_message],2024-03-03 20:58:30,image,生活闲聊群,Web,87
user_1353,李涛,[image_message],2024-04-15 20:15:23,image,游戏开黑群,Android,87
user_1562,刘磊,[image_message],2024-09-09 11:23:19,image,工作通知群,Mac,68
user_1536,陈军,周末有什么计划？,2024-11-04 00:23:15,text,生活闲聊群,Android,8
user_1839,张杰,[image_message],2024-03-13 00:12:16,image,技术交流群,Windows,53
user_1494,吴芳,[voice_message],2024-03-07 12:59:05,voice,游戏开黑群,Windows,94
user_1337,陈伟,[image_message],2024-05-09 22:51:00,image,工作通知群,iOS,49
user_1334,刘涛,[image_message],2024-07-15 22:05:53,image,工作通知群,Mac,32
user_1746,吴芳,周末有什么计划？,2024-04-05 04:36:49,text,游戏开黑群,Mac,8
user_1658,刘伟,新人报到，请多关照,2024-07-05 13:56:08,text,工作通知群,iOS,9
user_1441,陈军,[image_message],2024-05-07 10:45:46,image,生活闲聊群,iOS,54
user_1177,杨秀英,[image_message],2024-02-25 10:05:02,image,工作通知群,Windows,36
user_1240,黄涛,[voice_message],2024-11-30 03:04:08,voice,游戏开黑群,Web,50
user_1376,杨伟,谢谢分享！,2024-12-04 10:55:05,text,工作通知群,Windows,5
user_1832,刘军,[image_message],2024-10-16 09:13:03,image,游戏开黑群,Web,41
user_1472,王娟,有人在线吗？,2024-02-11 19:36:24,text,学习小组,iOS,6
user_1273,陈强,[voice_message],2024-08-06 02:49:44,voice,技术交流群,Android,45
user_1701,黄伟,[image_message],2024-09-26 09:57:13,image,工作通知群,Windows,67
user_1855,赵静,新人报到，请多关照,2024-09-11 10:22:10,text,生活闲聊群,Android,9
user_1546,张勇,[image_message],2024-08-12 05:37:34,image,技术交流群,Mac,16
user_1939,刘敏,[image_message],2024-01-12 20:51:22,image,技术交流群,Android,59
user_1589,陈伟,[voice_message],2024-03-27 15:12:35,voice,工作通知群,Android,56
user_1500,刘勇,API文档更新了,2024-04-17 19:37:49,text,生活闲聊群,Mac,8
user_1818,吴磊,[voice_message],2024-10-01 10:15:59,voice,技术交流群,Windows,28
user_1719,张伟,[image_message],2024-02-26 20:58:32,image,学习小组,Android,18
user_1893,杨伟,有人会Python吗？,2024-12-17 00:58:36,text,游戏开黑群,iOS,11
user_1685,王强,[image_message],2024-07-11 12:58:07,image,工作通知群,Mac,37
user_1821,刘静,[voice_message],2024-09-11 11:26:40,voice,技术交流群,Android,29
user_1279,吴杰,周末有一起打球的吗？,2024-04-29 12:44:44,text,学习小组,Web,10
user_1256,刘磊,有人会Python吗？,2024-02-18 15:41:49,text,游戏开黑群,Android,11
user_1783,张洋,[image_message],2024-01-26 20:04:10,image,游戏开黑群,iOS,54
user_1227,杨军,求助，这个bug怎么解决,2024-07-31 10:31:09,text,工作通知群,Windows,12
user_1501,张敏,推荐一本好书,2024-05-30 06:22:27,text,工作通知群,Windows,6
user_1744,张娜,[voice_message],2024-04-23 17:22:49,voice,学习小组,Android,21
user_1278,周磊,[voice_message],2024-09-02 10:05:55,voice,游戏开黑群,iOS,46
user_1444,周丽,求助，这个bug怎么解决,2024-12-15 21:38:14,text,游戏开黑群,iOS,12
user_1693,吴洋,[voice_message],2024-10-29 07:02:04,voice,技术交流群,Android,57
user_1573,赵娜,[image_message],2024-06-14 01:18:39,image,技术交流群,Mac,58
user_1605,李秀英,[voice_message],2024-08-04 00:10:36,voice,生活闲聊群,Mac,36
user_1554,张磊,项目进度如何？,2024-11-27 09:33:08,text,学习小组,iOS,7
user_1828,李强,[voice_message],2024-08-22 23:34:25,voice,生活闲聊群,iOS,100
user_1646,周娟,[voice_message],2024-08-12 05:38:13,voice,技术交流群,Windows,21
user_1253,周静,周末有什么计划？,2024-02-28 01:27:08,text,生活闲聊群,Windows,8
user_1101,黄强,求助，这个bug怎么解决,2024-11-01 03:34:43,text,游戏开黑群,Android,12
user_1315,王娟,[image_message],2024-09-01 15:18:34,image,学习小组,Windows,83
user_1129,杨静,[voice_message],2024-12-10 12:30:26,voice,游戏开黑群,Mac,13
user_1220,杨娟,有人会Python吗？,2024-11-12 06:17:32,text,游戏开黑群,iOS,11
user_1701,黄秀英,[image_message],2024-10-04 02:53:01,image,学习小组,Mac,40
user_1843,陈涛,[image_message],2024-01-15 20:43:55,image,游戏开黑群,Web,54
user_1599,黄娜,[image_message],2024-09-21 01:57:51,image,技术交流群,Mac,85
user_1557,陈军,[voice_message],2024-12-13 22:47:39,voice,学习小组,Web,50
user_1574,张洋,[image_message],2024-05-07 11:05:02,image,游戏开黑群,iOS,34
user_1216,吴洋,[image_message],2024-06-03 12:37:03,image,游戏开黑群,iOS,48
user_1918,李洋,[image_message],2024-04-28 13:05:42,image,生活闲聊群,Mac,98
user_1148,杨娜,新人报到，请多关照,2024-03-26 07:10:01,text,工作通知群,Mac,9
user_1249,周伟,[voice_message],2024-10-25 22:44:02,voice,生活闲聊群,Windows,72
user_1289,张磊,大家好！,2024-02-02 19:01:26,text,生活闲聊群,Web,4
user_1193,黄芳,这个问题怎么解决？,2024-02-04 06:33:40,text,生活闲聊群,Android,9
user_1517,杨丽,[image_message],2024-07-26 17:53:49,image,工作通知群,Windows,55
user_1814,陈芳,[image_message],2024-05-02 19:22:59,image,工作通知群,Mac,89
user_1681,赵敏,周末有什么计划？,2024-06-07 15:28:59,text,技术交流群,iOS,8
user_1578,李强,[image_message],2024-01-25 22:39:23,image,学习小组,Mac,63
user_1248,陈涛,[image_message],2024-08-23 12:03:26,image,技术交流群,Web,26
user_1821,刘洋,会议几点开始？,2024-01-25 20:27:28,text,工作通知群,Web,7
user_1047,王强,晚上一起吃饭吗？,2024-05-02 09:28:30,text,工作通知群,Mac,8
user_1566,黄勇,明白了,2024-08-30 02:11:49,text,生活闲聊群,Android,3
user_1839,黄勇,生日快乐！,2024-05-21 10:58:31,text,生活闲聊群,iOS,5
user_1586,张涛,[voice_message],2024-08-01 16:27:20,voice,游戏开黑群,Android,58
user_1693,黄勇,有人会Python吗？,2024-08-14 16:42:50,text,学习小组,Mac,11
user_1954,陈芳,[image_message],2024-03-22 14:02:52,image,游戏开黑群,Web,85
user_1660,赵军,[image_message],2024-09-01 12:06:58,image,技术交流群,Web,18
user_1723,王勇,大家好！,2024-12-23 16:46:25,text,学习小组,Windows,4
user_1843,陈磊,[image_message],2024-02-21 16:41:07,image,游戏开黑群,Web,70
user_1176,刘娟,[voice_message],2024-10-27 16:35:53,voice,技术交流群,Web,52
user_1556,赵磊,[voice_message],2024-10-07 22:12:38,voice,生活闲聊群,Mac,88
user_1986,张娟,[image_message],2024-01-02 03:09:34,image,工作通知群,iOS,90
user_1283,李强,周末有什么计划？,2024-09-03 01:12:10,text,游戏开黑群,Android,8
user_1052,李强,[image_message],2024-10-27 11:05:32,image,学习小组,Android,64
user_1191,刘洋,代码已经提交,2024-04-27 21:05:59,text,技术交流群,Mac,6
user_1001,黄涛,[voice_message],2024-02-10 11:34:36,voice,游戏开黑群,Android,22
user_1165,李军,[voice_message],2024-11-07 16:39:02,voice,生活闲聊群,Android,37
user_1533,刘磊,会议几点开始？,2024-07-06 12:28:58,text,学习小组,iOS,7
user_1536,刘伟,[image_message],2024-10-15 10:30:27,image,生活闲聊群,iOS,96
user_1736,赵娟,[image_message],2024-05-11 10:25:45,image,生活闲聊群,Android,20
user_1760,赵伟,[voice_message],2024-10-11 00:36:21,voice,技术交流群,Web,55
user_1901,张芳,周末有什么计划？,2024-02-16 08:05:00,text,游戏开黑群,iOS,8
user_1516,张敏,[image_message],2024-05-17 08:18:24,image,学习小组,Mac,64
user_1701,黄娜,有人会Python吗？,2024-12-17 11:41:06,text,游戏开黑群,Web,11
user_1997,张军,今天的任务完成了,2024-08-14 03:47:25,text,工作通知群,iOS,8
user_1343,张勇,[voice_message],2024-06-06 00:36:54,voice,学习小组,iOS,66
user_1673,吴静,[image_message],2024-02-20 23:33:39,image,生活闲聊群,iOS,14
user_1005,陈杰,[voice_message],2024-09-29 19:20:00,voice,工作通知群,Mac,39
user_1977,吴杰,[voice_message],2024-05-06 05:46:55,voice,工作通知群,Android,64
user_1377,吴强,项目进度如何？,2024-03-26 16:49:59,text,工作通知群,Web,7
user_1243,王娟,[image_message],2024-04-19 05:15:04,image,技术交流群,iOS,77
user_1088,赵芳,今天的任务完成了,2024-08-07 07:43:56,text,游戏开黑群,Android,8
user_1043,张敏,[voice_message],2024-03-19 11:59:00,voice,技术交流群,iOS,28
user_1607,张娜,API文档更新了,2024-10-01 21:44:35,text,游戏开黑群,Web,8
user_1442,张磊,[image_message],2024-01-09 08:51:56,image,生活闲聊群,Android,39
user_1999,刘杰,[voice_message],2024-01-19 19:38:36,voice,学习小组,Android,45
user_1726,刘芳,[voice_message],2024-12-08 06:15:12,voice,学习小组,Mac,35
user_1126,黄强,[image_message],2024-12-12 18:56:19,image,游戏开黑群,Web,49
user_1131,刘娟,晚上一起吃饭吗？,2024-08-24 16:25:06,text,学习小组,Android,8
user_1753,刘娟,[image_message],2024-05-09 19:18:11,image,工作通知群,Web,94
user_1261,李静,[voice_message],2024-10-24 12:09:06,voice,生活闲聊群,Web,88
user_1609,吴勇,周末有什么计划？,2024-01-23 01:18:47,text,技术交流群,Android,8
user_1393,刘静,[image_message],2024-11-30 17:55:00,image,技术交流群,Android,33
user_1495,陈军,周末有什么计划？,2024-03-23 20:38:33,text,技术交流群,Mac,8
user_1760,陈涛,大家好！,2024-08-28 16:04:07,text,技术交流群,iOS,4
user_1054,李静,[image_message],2024-09-14 20:28:45,image,工作通知群,Mac,17
user_1339,黄敏,[voice_message],2024-08-20 11:02:26,voice,生活闲聊群,Windows,82
user_1803,陈军,[image_message],2024-11-10 05:46:38,image,工作通知群,Mac,54
user_1144,陈敏,[image_message],2024-06-04 21:46:32,image,学习小组,Android,73
user_1979,陈伟,推荐一本好书,2024-08-17 23:23:03,text,学习小组,Web,6
user_1099,杨军,[image_message],2024-05-02 19:09:54,image,学习小组,Mac,31
user_1008,张勇,[voice_message],2024-06-20 23:58:34,voice,学习小组,Mac,91
user_1891,陈勇,[image_message],2024-06-23 19:12:04,image,工作通知群,iOS,99
user_1268,赵芳,[voice_message],2024-07-28 03:24:10,voice,生活闲聊群,Mac,56
user_1781,陈静,这个功能很好用,2024-04-09 04:40:40,text,生活闲聊群,Web,7
user_1333,吴娟,[image_message],2024-01-13 10:14:30,image,工作通知群,Web,29
user_1343,李秀英,周末有一起打球的吗？,2024-05-08 13:39:29,text,工作通知群,Android,10
user_1163,周芳,[image_message],2024-03-16 10:28:42,image,学习小组,iOS,98
user_1814,吴敏,周末有什么计划？,2024-11-30 10:13:59,text,生活闲聊群,Windows,8
user_1054,李伟,[image_message],2024-01-19 17:30:36,image,工作通知群,Windows,54
user_1560,吴强,推荐一本好书,2024-09-15 12:45:04,text,生活闲聊群,Android,6
user_1155,周芳,[voice_message],2024-05-20 15:27:37,voice,工作通知群,iOS,72
user_1835,黄伟,今天的任务完成了,2024-12-22 05:46:50,text,技术交流群,iOS,8
user_1269,黄强,[voice_message],2024-11-11 22:32:02,voice,生活闲聊群,iOS,62
user_1442,张磊,[image_message],2024-02-16 08:51:39,image,工作通知群,Android,70
user_1260,杨丽,[image_message],2024-05-29 15:55:00,image,技术交流群,Android,56
user_1866,周洋,[image_message],2024-06-22 18:24:48,image,工作通知群,Web,55
user_1943,黄强,[voice_message],2024-09-11 01:11:58,voice,学习小组,iOS,21
user_1483,王娟,[voice_message],2024-11-15 11:48:53,voice,游戏开黑群,Mac,44
user_1887,黄磊,服务器挂了，紧急处理,2024-02-19 01:56:27,text,学习小组,Windows,10
user_1067,赵娟,[image_message],2024-04-16 09:03:04,image,生活闲聊群,Windows,31
user_1909,张秀英,[image_message],2024-10-05 20:58:05,image,游戏开黑群,Mac,29
user_1147,张秀英,求助，这个bug怎么解决,2024-02-02 15:05:36,text,学习小组,Web,12
user_1746,吴秀英,[voice_message],2024-03-03 22:42:08,voice,生活闲聊群,Android,51
user_1119,杨军,[image_message],2024-10-24 16:42:42,image,工作通知群,iOS,69
user_1853,赵伟,这个问题怎么解决？,2024-09-01 19:56:15,text,游戏开黑群,Mac,9
user_1574,黄娜,[image_message],2024-11-01 08:11:26,image,工作通知群,Web,22
user_1413,刘敏,[image_message],2024-01-06 02:59:28,image,生活闲聊群,Windows,78
user_1673,吴军,代码已经提交,2024-05-18 21:40:41,text,生活闲聊群,Web,6
user_1048,刘芳,[voice_message],2024-08-07 13:31:33,voice,生活闲聊群,Android,96
user_1711,周伟,[image_message],2024-06-17 18:47:06,image,技术交流群,Mac,24
user_1404,王静,[voice_message],2024-12-28 00:56:33,voice,学习小组,Mac,13
user_1159,吴强,[image_message],2024-11-17 05:29:32,image,技术交流群,Windows,60
user_1944,张静,有人会Python吗？,2024-07-02 19:05:35,text,游戏开黑群,Android,11
user_1655,周敏,[voice_message],2024-09-26 07:33:55,voice,生活闲聊群,Web,79
user_1625,黄伟,[voice_message],2024-07-19 20:46:52,voice,技术交流群,iOS,20
user_1030,杨磊,[image_message],2024-02-07 01:16:12,image,学习小组,iOS,82
user_1306,吴伟,求助，这个bug怎么解决,2024-02-06 21:10:27,text,游戏开黑群,Mac,12
user_1351,赵洋,生日快乐！,2024-12-29 02:02:33,text,生活闲聊群,Mac,5
user_1874,黄伟,有人在线吗？,2024-10-06 08:19:17,text,生活闲聊群,Windows,6
user_1663,周娟,[image_message],2024-07-19 02:38:51,image,技术交流群,Windows,59
user_1588,黄娟,[image_message],2024-05-12 21:37:42,image,技术交流群,Android,33
user_1333,陈勇,[image_message],2024-04-13 04:47:45,image,生活闲聊群,Windows,97
user_1491,王秀英,谢谢分享！,2024-04-28 19:44:09,text,学习小组,Mac,5
user_1904,陈涛,[image_message],2024-05-27 19:41:05,image,生活闲聊群,Mac,89
user_1064,赵勇,代码已经提交,2024-01-09 13:15:49,text,游戏开黑群,Mac,6
user_1110,黄涛,学习到了新知识,2024-09-22 20:40:19,text,游戏开黑群,iOS,7
user_1855,陈勇,今天的任务完成了,2024-04-17 12:08:44,text,游戏开黑群,Web,8
user_1039,陈洋,[image_message],2024-01-11 09:59:38,image,游戏开黑群,Web,53
user_1721,杨敏,[voice_message],2024-12-25 16:57:23,voice,学习小组,Windows,95
user_1108,杨涛,[voice_message],2024-10-08 03:41:24,voice,游戏开黑群,Android,34
user_1612,吴秀英,学习到了新知识,2024-01-18 13:55:32,text,技术交流群,Web,7
user_1124,黄丽,[image_message],2024-09-11 21:05:19,image,学习小组,Windows,27
user_1539,吴娜,周末有一起打球的吗？,2024-05-25 08:12:39,text,游戏开黑群,Windows,10
user_1000,刘秀英,[voice_message],2024-04-13 11:13:29,voice,生活闲聊群,Web,20
user_1973,赵秀英,[image_message],2024-02-26 05:19:02,image,游戏开黑群,Web,50
user_1138,陈磊,推荐一本好书,2024-11-23 14:23:41,text,学习小组,Mac,6
user_1117,王静,学习到了新知识,2024-12-23 06:27:18,text,技术交流群,Windows,7
user_1064,黄勇,[image_message],2024-10-30 10:24:43,image,游戏开黑群,Web,73
user_1524,吴强,[image_message],2024-01-24 12:46:10,image,技术交流群,Windows,37
user_1744,张秀英,[image_message],2024-08-27 16:10:47,image,技术交流群,Windows,14
user_1242,王静,[voice_message],2024-04-28 06:50:13,voice,生活闲聊群,Web,41
user_1162,刘杰,API文档更新了,2024-07-03 23:08:01,text,游戏开黑群,Android,8
user_1779,周敏,周末有什么计划？,2024-01-04 08:56:47,text,游戏开黑群,Android,8
user_1961,周静,[image_message],2024-05-06 18:14:51,image,工作通知群,Mac,44
user_1072,张敏,[voice_message],2024-12-27 01:58:56,voice,学习小组,Mac,60
user_1047,杨洋,[image_message],2024-02-16 23:13:06,image,工作通知群,Mac,71
user_1864,王丽,[image_message],2024-01-24 20:00:00,image,技术交流群,Mac,99
user_1726,李磊,[image_message],2024-03-13 20:50:59,image,技术交流群,iOS,70
user_1590,黄洋,会议几点开始？,2024-06-22 06:38:17,text,技术交流群,Android,7
user_1927,陈秀英,今天的任务完成了,2024-04-12 20:35:28,text,生活闲聊群,Web,8
user_1466,李勇,明白了,2024-09-25 23:43:21,text,学习小组,iOS,3
user_1247,李洋,会议几点开始？,2024-01-29 22:52:10,text,工作通知群,Web,7
user_1706,刘芳,[voice_message],2024-03-19 08:56:16,voice,工作通知群,Web,78
user_1200,周洋,[image_message],2024-08-16 13:55:33,image,工作通知群,Windows,46
user_1836,李杰,[image_message],2024-11-07 16:10:58,image,游戏开黑群,Android,57
user_1109,刘强,[voice_message],2024-07-13 22:18:21,voice,生活闲聊群,Mac,94
user_1886,赵勇,API文档更新了,2024-05-03 06:04:46,text,生活闲聊群,iOS,8
user_1960,周娟,有人在线吗？,2024-05-19 09:18:33,text,游戏开黑群,Web,6
user_1856,周秀英,[image_message],2024-02-01 03:22:27,image,工作通知群,Android,66
user_1927,王洋,[image_message],2024-07-28 02:33:27,image,学习小组,Web,47
user_1155,王秀英,[voice_message],2024-01-07 07:13:32,voice,技术交流群,Web,91
user_1175,周涛,[voice_message],2024-05-29 01:39:26,voice,游戏开黑群,Web,89
user_1708,王敏,[image_message],2024-03-13 03:48:04,image,生活闲聊群,Web,70
user_1284,刘强,[image_message],2024-01-31 07:26:25,image,游戏开黑群,Web,58
user_1401,李娜,[voice_message],2024-12-07 04:44:14,voice,技术交流群,iOS,76
user_1070,张娜,学习到了新知识,2024-06-17 17:23:18,text,学习小组,iOS,7
user_1498,李敏,[image_message],2024-05-17 20:36:44,image,游戏开黑群,Android,58
user_1386,周磊,明白了,2024-07-06 22:00:10,text,生活闲聊群,Web,3
user_1420,杨强,新人报到，请多关照,2024-12-25 08:10:48,text,学习小组,Android,9
user_1423,陈丽,谢谢分享！,2024-06-08 08:39:20,text,生活闲聊群,Windows,5
user_1943,刘娜,这个功能很好用,2024-03-01 05:28:38,text,工作通知群,Android,7
user_1416,陈涛,[image_message],2024-11-22 22:50:44,image,游戏开黑群,Windows,58
user_1369,吴娜,[voice_message],2024-07-14 23:38:13,voice,技术交流群,Mac,15
user_1509,杨芳,[voice_message],2024-12-18 16:54:31,voice,工作通知群,Mac,85
user_1855,赵涛,[voice_message],2024-03-26 09:23:08,voice,学习小组,Mac,80
user_1835,刘敏,有人会Python吗？,2024-10-18 11:58:33,text,工作通知群,iOS,11
user_1999,李娟,[voice_message],2024-01-08 18:43:43,voice,技术交流群,iOS,74
user_1956,赵伟,[image_message],2024-01-22 10:14:28,image,工作通知群,iOS,87
user_1140,赵娟,[voice_message],2024-10-31 17:05:05,voice,技术交流群,iOS,54
user_1649,陈强,今天的任务完成了,2024-12-24 03:21:10,text,游戏开黑群,iOS,8
user_1479,陈强,[image_message],2024-04-27 19:33:08,image,工作通知群,Windows,76
user_1579,李敏,今天的任务完成了,2024-06-24 21:27:51,text,技术交流群,Mac,8
user_1169,刘军,[voice_message],2024-06-09 13:41:28,voice,生活闲聊群,Web,27
user_1802,周敏,[voice_message],2024-08-28 20:06:32,voice,学习小组,Windows,21
user_1869,吴勇,[voice_message],2024-10-22 00:52:46,voice,游戏开黑群,Web,79
user_1274,黄丽,这个问题怎么解决？,2024-02-14 07:19:08,text,游戏开黑群,Web,9
user_1516,张丽,学习到了新知识,2024-11-21 17:30:19,text,游戏开黑群,Android,7
user_1794,王洋,[voice_message],2024-03-23 01:23:02,voice,游戏开黑群,Windows,93
user_1060,李静,[image_message],2024-06-21 19:20:49,image,游戏开黑群,iOS,94
user_1563,黄敏,[image_message],2024-03-09 13:35:37,image,游戏开黑群,Windows,30
user_1867,张娜,代码已经提交,2024-03-27 12:30:51,text,生活闲聊群,Mac,6
user_1361,吴军,[image_message],2024-11-01 00:02:24,image,生活闲聊群,Windows,21
user_1740,王丽,[image_message],2024-08-14 12:26:31,image,学习小组,iOS,27
user_1810,周芳,[image_message],2024-07-11 14:51:34,image,学习小组,Mac,62
user_1580,赵洋,求助，这个bug怎么解决,2024-04-06 18:34:06,text,生活闲聊群,iOS,12
user_1654,杨磊,代码已经提交,2024-10-31 06:55:15,text,游戏开黑群,iOS,6
user_1873,刘磊,[voice_message],2024-07-25 02:36:03,voice,工作通知群,Mac,19
user_1003,赵伟,生日快乐！,2024-03-29 05:32:10,text,技术交流群,Web,5
user_1318,刘娜,[image_message],2024-09-07 03:29:25,image,技术交流群,Windows,44
user_1154,杨军,新人报到，请多关照,2024-03-24 01:39:58,text,工作通知群,Android,9
user_1335,陈磊,[voice_message],2024-06-04 00:22:57,voice,生活闲聊群,Mac,74
user_1600,吴强,[voice_message],2024-06-03 16:28:32,voice,学习小组,Windows,71
user_1003,陈磊,[voice_message],2024-07-04 05:47:42,voice,生活闲聊群,Mac,20
